episode,step,agent,discrete_action,reward,raw_0,raw_1,raw_2,raw_3,dense_sparse_weight,top_k,rerank_threshold,source_diversity,rewrite_strength,query_expansion_weight,source_focus_weight,relevance_threshold,evidence_keep_ratio,strictness_score,temperature,citation_strictness,max_tokens,answer_detail_level,support_threshold,confidence_threshold
1,1,retriever,hybrid_rerank,-0.1363,-0.1532735675573349,-0.4383580684661865,0.05303238332271576,0.3418939709663391,0.42336321622133255,12,0.5265161916613579,0.6709469854831696,,,,,,,,,,,,
1,2,grader,loose_filter,-0.2835,0.647060751914978,0.500453531742096,-0.32487669587135315,,,,,,,,,0.823530375957489,0.750226765871048,0.3375616520643234,,,,,,
1,3,generator,generate_answer,-0.388,0.19418273866176605,-0.4255553185939789,-0.30325472354888916,-0.08334187418222427,,,,,,,,,,,0.597091369330883,0.28722234070301056,440,0.45832906290888786,,
1,4,verifier,verify_answer,0.5039,0.6927609443664551,-0.2661816477775574,,,,,,,,,,,,,,,,,0.8463804721832275,0.3669091761112213
2,1,retriever,hybrid_rerank,-0.1494,-0.20032502710819244,-0.30498287081718445,0.5833048820495605,-0.2355729043483734,0.3998374864459038,13,0.7916524410247803,0.3822135478258133,,,,,,,,,,,,
2,2,grader,medium_filter,-0.2761,0.2854275703430176,0.39854246377944946,0.25702276825904846,,,,,,,,,0.6427137851715088,0.6992712318897247,0.6285113841295242,,,,,,
2,3,generator,generate_short_answer,-0.3208,0.062243517488241196,-0.15483948588371277,0.10974138230085373,-0.21940353512763977,,,,,,,,,,,0.5311217587441206,0.4225802570581436,625,0.3902982324361801,,
2,4,verifier,verify_answer,-0.3834,0.7131868004798889,-0.1250418722629547,,,,,,,,,,,,,,,,,0.8565934002399445,0.43747906386852264
2,5,verifier,request_rewrite,-0.3834,0.8275696635246277,-0.13625316321849823,,,,,,,,,,,,,,,,,0.9137848317623138,0.4318734183907509
2,6,rewriter,multi_query_rewrite,-0.4002,0.5274112224578857,-0.07412423193454742,0.6103807091712952,,,,,,0.7637056112289429,0.4629378840327263,0.8051903545856476,,,,,,,,,
2,7,retriever,hybrid_rerank,-0.4545,0.1552797257900238,0.048956211656332016,0.5262109637260437,0.24023717641830444,0.5776398628950119,18,0.7631054818630219,0.6201185882091522,,,,,,,,,,,,
2,8,grader,medium_filter,-0.5911,0.31371352076530457,0.24559101462364197,-0.16381536424160004,,,,,,,,,0.6568567603826523,0.622795507311821,0.4180923178792,,,,,,
